id,role,role_full,name,team,fvm,price_from_fvm_500,fvm_m
6024,C,M;C,Sulemana I.,Bologna,10,5,11
5784,C,C,Aebischer,Pisa,14,7,14
6424,C,M;C,Prati,Cagliari,11,6,16
4284,C,M;C,Sergi Roberto,Como,8,4,8
27,C,M;C,Grassi,Cremonese,9,5,10
6804,C,M;C,Richardson,Fiorentina,8,4,9
5719,C,M;C,Asllani,Torino,9,5,9
152,C,C;T,Zielinski,Inter,12,6,12
5813,C,C;T,Miretti,Juventus,9,5,9
5992,C,M;C,Bondo,Cremonese,18,9,23
6246,C,M;C,Lipani,Sassuolo,8,4,11
6170,C,C,Gineitis,Torino,11,6,11
6481,C,C,Payero,Cremonese,10,5,10
7028,C,C,Bernede,Verona,10,5,10
2117,C,C;T,Kastanos,Verona,10,5,10
5610,C,M;C,Vranckx,Sassuolo,11,6,13
2528,C,M;C,Matic,Sassuolo,10,5,12
7010,C,M;C,Al-Musrati,Verona,9,5,11
6528,C,W;T,Sarmiento J.,Cremonese,8,4,8
6054,C,M;C,Moro N.,Bologna,7,4,7
6980,C,W,Venturino,Genoa,10,5,10
6015,C,C;T,Berisha M.,Lecce,11,6,11
6222,C,C;T,Rafia,Lecce,7,4,7
7150,C,C,Vural,Pisa,1,1,1
6593,C,C;T,Akinsanmiro,Pisa,13,7,13
6212,C,M;C,Zarraga,Udinese,6,3,7
5540,C,M;C,Niasse,Verona,14,7,17
7208,C,M;C,Miller L.,Udinese,10,5,12
7246,C,C,Sala A.,Lecce,8,4,8
6294,C,M;C,Ndour,Fiorentina,14,7,17
5788,C,T,Sabiri,Fiorentina,4,2,4
6410,C,M;C,Kaba,Lecce,2,1,2
5290,C,M;C,Estevez,Parma,3,2,3
2334,C,W,Leris,Pisa,3,2,3
7177,C,C,Santiago,Verona,2,1,2
6538,C,M;C,Onana J.,Genoa,4,2,4
7165,C,M;C,Liteta,Cagliari,6,3,8
5674,C,C,Basic,Lazio,1,1,1
6645,C,T,Marchwinski,Lecce,2,1,2
7147,C,M;C,Hojholt,Pisa,2,1,2
7157,C,C,Iannoni,Sassuolo,7,4,7
2076,C,M;C,Rog,Cagliari,1,1,1
6677,C,C;T,Adzic,Juventus,1,1,1
6005,C,C;T,Ilkhan,Torino,1,1,1
7223,C,W;T,Vergara,Napoli,1,1,1
2764,A,Pc,Martinez L.,Inter,373,187,373
2097,A,Pc,Kean,Fiorentina,364,182,364
4871,A,Pc,Thuram,Inter,337,169,337
2531,A,Pc,Lukaku,Napoli,120,60,120
4730,A,A,Lookman,Atalanta,123,62,123
5544,A,Pc,David,Juventus,266,133,266
2841,A,Pc,Vlahovic,Juventus,126,63,126
309,A,A,Dybala,Roma,218,109,218
6434,A,A,Yildiz,Juventus,220,110,220
7008,A,Pc,Gimenez,Milan,113,57,113
6052,A,Pc,Hojlund,Napoli,186,93,186
4510,A,A,Leao,Milan,210,105,210
6226,A,Pc,Castellanos,Lazio,198,99,198
6314,A,Pc,Openda,Juventus,147,74,147
5995,A,A,De Ketelaere,Atalanta,142,71,142
5672,A,Pc,Dia,Lazio,102,51,102
531,A,A,Berardi,Sassuolo,144,72,144
2137,A,Pc,Scamacca,Atalanta,119,60,119
6572,A,Pc,Castro S.,Bologna,128,64,128
6435,A,Pc,Krstovic,Atalanta,148,74,148
5734,A,A,Soulè,Roma,153,77,153
6675,A,Pc,Dovbyk,Roma,70,35,70
4728,A,A,Nkunku,Milan,135,68,135
785,A,Pc,Immobile,Bologna,100,50,100
6365,A,Pc,Ferguson E.,Roma,162,81,162
608,A,Pc,Zapata D.,Torino,90,45,87
7120,A,A,Lang,Napoli,47,24,47
313,A,Pc,Morata,Como,78,39,75
4359,A,Pc,Piccoli,Fiorentina,80,40,77
6967,A,W;A,Diao,Como,60,30,65
2038,A,Pc,Pinamonti,Sassuolo,82,41,79
6552,A,Pc,Orban G.,Verona,46,23,46
2499,A,Pc,Vardy,Cremonese,55,28,55
647,A,Pc,Dzeko,Fiorentina,42,21,39
6215,A,Pc,Lucca,Napoli,72,36,72
6060,A,A,Laurientè,Sassuolo,47,24,47
7128,A,W;A,Kuhn,Como,33,17,38
2489,A,A,Pedro,Lazio,35,18,35
7023,A,Pc,Pellegrino M.,Parma,70,35,67
6646,A,A,Adams C.,Torino,54,27,54
5637,A,Pc,Davis K.,Udinese,50,25,47
7252,A,Pc,Stulic,Lecce,31,16,31
5297,A,A,Luvumbo,Cagliari,18,9,18
5336,A,Pc,Nzola,Pisa,28,14,25
441,A,Pc,Belotti,Cagliari,22,11,20
4436,A,A,Cambiaghi,Bologna,25,13,25
2155,A,Pc,Cutrone,Parma,24,12,21
4923,A,Pc,Colombo,Genoa,41,21,38
6164,A,Pc,Vitinha O.,Genoa,18,9,15
6519,A,Pc,Camarda,Lecce,22,11,19
6643,A,Pc,Dallinga,Bologna,13,7,10
7017,A,Pc,Douvikas,Como,30,15,27
5512,A,Pc,De Luca,Cremonese,5,3,5
7249,A,Pc,Buksa,Udinese,31,16,31
5918,A,A,Sulemana K.,Atalanta,20,10,20
6895,A,W;A,Dominguez B.,Bologna,17,9,20
2061,A,Pc,Simeone,Torino,27,14,24
5471,A,Pc,Djuric,Parma,14,7,11
6145,A,A,Ngonge,Torino,20,10,20
479,A,Pc,Sanabria,Cremonese,35,18,32
7183,A,A,Aboukhlal,Torino,15,8,15
4463,A,A,Esposito Se.,Cagliari,66,33,66
6669,A,Pc,Bonny,Inter,37,19,34
7071,A,Pc,Esposito F.P.,Inter,16,8,13
6159,A,A,Sarr A.,Verona,21,11,21
6630,A,Pc,Mosquera,Verona,14,7,14
7127,A,W;A,Addai,Como,16,8,19
7129,A,W;A,Rodriguez Je.,Como,18,9,21
5496,A,A,Johnsen,Cremonese,12,6,12
5515,A,A,Okereke,Cremonese,3,2,3
6556,A,A,Noslin,Lazio,9,5,9
5455,A,A,Moreo,Pisa,13,7,13
6653,A,A,Bravo,Udinese,21,11,21
7199,A,A,Kilicsoy,Cagliari,14,7,14
7213,A,Pc,Frigan,Parma,7,4,7
6555,A,Pc,Moumbagna,Cremonese,16,8,16
6243,A,Pc,Borrelli,Cagliari,12,6,10
6001,A,W;A,Banda,Lecce,10,5,13
6207,A,W;A,Almqvist,Parma,13,7,16
5500,A,W;A,Cancellieri,Lazio,13,7,16
7001,A,W;A,N'Dri,Lecce,8,4,8
1842,A,A,Pierini,Sassuolo,9,5,9
7161,A,Pc,Bayo V.,Udinese,12,6,12
6439,A,Pc,Cheddira,Sassuolo,8,4,8
505,A,A,Bonazzoli,Cremonese,19,10,19
7162,A,A,Giovane,Verona,20,10,20
5506,A,A,Ekuban,Genoa,5,3,5
6836,A,Pc,Meister,Pisa,13,7,10
247,A,Pc,Pavoletti,Cagliari,3,2,3
6822,A,A,Ekhator,Genoa,3,2,3
2012,A,Pc,Milik,Juventus,5,3,3
6667,A,A,Benedyczak,Parma,13,7,13
7171,A,A,Buffon L.,Pisa,1,1,1
7158,A,Pc,Moro L.,Sassuolo,1,1,1
7159,A,Pc,Skjellerup,Sassuolo,1,1,1
6827,A,A,Njie,Torino,1,1,1
7264,A,Pc,Ambrosino,Napoli,1,1,1
7272,A,Pc,Gueye,Udinese,1,1,1
